location_id,time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),dew_point_2m_max (°C),dew_point_2m_min (°C),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),vapour_pressure_deficit_max (kPa),sunshine_duration (s)
1,2024-06-19,21.7,29.6,14.2,3,18.3,13.6,16.1,74,96,45,2.28,51030.16
1,2024-06-20,22.5,29.1,16.2,3,21.5,14.9,17.9,77,93,54,1.85,49447.54
1,2024-06-21,22.6,30.2,17.0,3,20.6,17.0,18.5,80,100,51,1.98,31289.13
1,2024-06-22,21.0,25.2,16.6,61,18.5,12.3,15.5,72,93,49,1.53,50271.99
1,2024-06-23,19.6,24.0,15.8,63,16.4,13.1,15.1,77,97,51,1.46,41205.45
1,2024-06-24,19.8,24.8,15.1,3,15.4,12.6,14.0,71,93,48,1.63,48475.84
1,2024-06-25,19.7,24.2,16.0,63,16.4,12.3,14.7,74,93,55,1.34,43200.00
1,2024-06-26,19.4,23.6,15.3,63,17.1,14.6,15.8,81,99,62,1.08,48864.08
1,2024-06-27,20.1,24.4,15.3,51,18.0,15.2,16.4,81,100,59,1.23,49211.76
1,2024-06-28,21.6,27.5,15.4,3,20.0,15.4,17.3,79,100,53,1.71,50892.75
1,2024-06-29,22.8,30.1,16.6,51,21.1,16.1,18.3,78,100,48,2.21,51546.36
1,2024-06-30,22.6,28.4,16.5,3,18.2,15.3,16.5,71,94,45,2.09,52715.67
1,2024-07-01,18.9,22.5,16.4,63,17.0,15.2,16.2,85,96,64,0.99,21638.57
1,2024-07-02,18.0,22.8,13.2,3,15.9,8.0,11.1,67,96,39,1.69,50006.90
1,2024-07-03,16.5,21.2,11.9,63,13.8,9.1,11.2,72,93,50,1.25,38450.46
1,2024-07-04,17.9,23.0,14.4,53,15.8,9.9,11.9,70,94,44,1.57,36391.95
1,2024-07-05,18.7,26.4,12.6,51,15.8,12.6,14.0,77,100,45,1.87,48451.36
1,2024-07-06,20.0,27.1,13.4,3,15.9,12.6,14.4,73,98,43,2.00,48567.45
1,2024-07-07,20.8,27.2,15.6,51,17.5,14.0,15.8,75,93,46,1.95,46800.00
1,2024-07-08,21.3,27.2,15.9,61,19.2,15.9,17.4,81,100,56,1.58,50773.64
1,2024-07-09,23.5,29.3,17.5,51,20.1,17.2,18.8,77,98,51,1.98,52111.25
1,2024-07-10,24.7,30.2,19.0,53,22.4,18.2,19.7,75,98,51,2.11,51998.56
1,2024-07-11,23.8,29.0,18.3,3,20.5,18.3,19.6,79,100,56,1.75,51237.25
1,2024-07-12,22.4,27.8,18.1,63,20.3,17.4,19.0,82,97,58,1.57,42214.76
1,2024-07-13,22.4,28.5,17.8,51,19.5,17.4,18.3,80,100,53,1.80,52039.65
1,2024-07-14,22.8,29.8,17.7,51,19.0,14.1,17.7,76,100,38,2.57,42470.41
1,2024-07-15,23.3,30.0,16.8,3,18.6,15.5,17.2,71,99,43,2.43,50255.43
1,2024-07-16,23.9,31.4,17.1,3,19.1,13.6,16.9,69,100,35,2.94,49943.18
1,2024-07-17,23.3,28.9,18.4,53,19.0,16.5,17.4,71,93,47,2.10,50128.63
1,2024-07-18,23.3,29.0,18.6,61,19.0,15.6,17.5,73,97,47,2.13,50986.10
1,2024-07-19,24.0,29.2,19.1,51,18.8,16.6,17.6,69,91,50,2.03,50400.00
1,2024-07-20,20.1,24.2,17.1,53,19.0,16.1,17.2,85,96,65,1.05,40546.84
1,2024-07-21,21.7,28.4,16.6,3,20.8,16.6,17.9,81,100,53,1.76,37332.49
1,2024-07-22,22.3,27.2,18.1,53,20.0,14.8,17.8,78,100,47,1.92,41436.62
1,2024-07-23,21.9,28.4,17.5,51,18.5,13.2,16.8,76,100,39,2.34,46800.00
1,2024-07-24,20.3,25.0,15.6,3,18.5,11.9,15.6,77,100,50,1.56,46400.05
1,2024-07-25,20.0,26.5,13.4,3,14.4,10.3,12.0,63,95,36,2.21,50190.61
1,2024-07-26,21.7,28.5,15.1,3,18.0,12.1,14.7,66,85,46,2.12,50451.80
1,2024-07-27,23.1,30.3,17.0,51,19.2,16.5,17.5,74,100,43,2.44,50484.17
1,2024-07-28,22.8,30.0,18.0,65,21.0,17.6,19.7,84,100,54,1.93,37508.71
1,2024-07-29,20.9,25.8,17.1,53,19.2,13.9,15.9,75,99,51,1.62,37766.62
1,2024-07-30,21.8,27.9,15.7,3,15.9,12.8,14.6,67,95,40,2.25,49280.80
1,2024-07-31,22.8,30.0,15.4,3,21.5,13.6,17.3,73,100,47,2.22,50400.00
1,2024-08-01,23.4,30.2,17.5,53,20.5,15.2,18.4,76,100,40,2.56,43200.00
1,2024-08-02,21.2,27.2,17.5,65,19.4,16.7,17.9,83,99,53,1.72,37067.21
1,2024-08-03,19.5,25.7,15.6,51,17.5,12.7,15.7,81,100,44,1.83,29563.10
1,2024-08-04,19.7,26.3,14.1,51,16.2,12.9,14.7,76,100,44,1.92,48459.89
1,2024-08-05,20.7,25.8,15.8,51,17.4,13.9,15.6,74,97,50,1.64,47378.66
1,2024-08-06,20.9,26.4,17.0,3,16.5,14.1,15.4,72,95,52,1.66,26949.96
1,2024-08-07,22.1,29.0,16.4,63,18.2,15.0,16.9,75,98,48,2.06,46800.00
1,2024-08-08,21.8,27.6,17.6,53,18.2,14.9,17.0,77,99,46,2.01,49604.81
1,2024-08-09,21.6,28.0,15.3,51,18.9,15.2,16.7,76,100,52,1.79,47569.75
1,2024-08-10,23.5,30.2,16.8,3,19.8,16.8,17.7,73,100,46,2.34,49255.98
1,2024-08-11,24.6,31.6,18.4,3,19.7,17.4,18.7,72,100,46,2.51,47868.29
1,2024-08-12,25.3,33.0,19.5,3,20.6,14.7,18.4,70,100,33,3.37,46346.43
1,2024-08-13,24.6,31.4,18.0,3,19.2,15.1,17.4,68,96,37,2.89,50172.46
1,2024-08-14,24.3,31.2,18.0,3,18.9,14.6,17.6,70,100,37,2.82,48664.71
1,2024-08-15,24.0,31.1,17.0,3,18.0,13.1,16.5,68,98,35,2.80,46942.20
1,2024-08-16,24.5,30.8,18.0,3,22.2,15.6,18.0,70,99,41,2.57,48724.70
1,2024-08-17,24.4,31.6,19.0,3,18.6,13.3,16.6,65,90,33,3.12,48405.95
1,2024-08-18,21.9,27.5,17.5,51,18.4,13.9,17.0,76,96,44,2.04,40043.71
1,2024-08-19,20.4,25.0,17.6,61,18.4,14.9,17.3,83,100,64,1.13,26340.24
1,2024-08-20,21.7,27.6,16.6,53,17.5,14.2,16.1,73,99,48,1.89,47012.52
1,2024-08-21,22.2,27.8,17.6,3,18.4,10.9,15.3,69,100,35,2.41,43391.89
1,2024-08-22,20.9,26.8,15.9,3,15.4,11.9,13.8,66,89,45,1.92,38180.04
1,2024-08-23,22.0,30.0,15.6,3,17.0,14.9,15.9,72,99,40,2.53,46796.98
1,2024-08-24,23.3,32.2,17.6,3,18.1,11.4,16.2,70,98,29,3.36,43997.36
1,2024-08-25,23.3,31.5,16.9,51,18.0,12.8,16.3,69,99,32,3.12,45427.77
1,2024-08-26,21.8,28.5,17.4,63,18.0,15.0,16.1,73,95,45,2.14,38733.63
1,2024-08-27,20.8,25.2,16.9,3,17.3,16.0,16.6,78,98,57,1.38,41355.58
1,2024-08-28,21.6,28.2,16.5,3,18.6,16.5,17.3,79,100,53,1.79,38286.93
1,2024-08-29,22.7,29.5,16.6,51,18.2,15.4,17.0,74,100,44,2.31,44666.21
1,2024-08-30,22.9,30.6,16.6,3,18.1,12.8,15.7,68,99,34,2.92,44360.65
1,2024-08-31,23.3,30.8,16.2,3,17.2,11.5,14.6,63,99,32,3.01,44112.13
1,2024-09-01,22.7,29.0,16.0,3,17.3,12.4,14.8,64,98,39,2.43,43253.76
1,2024-09-02,21.9,27.1,16.2,51,18.6,14.5,15.7,70,98,48,1.80,43528.16
1,2024-09-03,20.9,27.6,14.7,51,19.8,14.6,15.8,76,100,46,1.99,43584.50
1,2024-09-04,21.1,28.0,15.1,61,17.5,14.6,15.7,74,100,46,2.04,42772.98
1,2024-09-05,19.6,28.0,15.0,63,16.5,11.7,14.8,78,100,38,2.36,33188.37
1,2024-09-06,18.6,23.0,15.9,63,17.0,15.1,15.9,85,98,62,1.07,40520.50
1,2024-09-07,19.6,26.0,15.1,51,15.8,12.9,14.9,78,100,45,1.85,42256.05
1,2024-09-08,20.7,28.0,14.1,61,19.6,13.4,16.2,78,96,46,2.00,25982.55
1,2024-09-09,17.6,19.8,13.6,63,18.9,11.1,14.9,85,95,63,0.77,8196.66
1,2024-09-10,16.3,21.4,11.1,3,13.9,7.7,11.3,75,100,51,1.22,41785.59
1,2024-09-11,15.9,22.5,10.4,3,13.4,9.5,11.2,76,99,49,1.39,38506.62
1,2024-09-12,11.3,15.6,7.4,63,14.1,5.1,9.3,87,95,79,0.30,0.00
1,2024-09-13,8.0,11.1,5.5,61,5.9,3.2,4.6,79,87,58,0.55,1324.68
1,2024-09-14,9.4,12.8,7.1,53,5.7,2.8,4.1,70,90,54,0.69,11851.34
1,2024-09-15,10.5,13.6,6.9,53,6.5,0.8,4.0,66,91,49,0.77,25806.03
1,2024-09-16,10.3,13.2,6.2,61,9.8,1.4,6.7,79,95,51,0.64,7368.29
1,2024-09-17,11.2,16.4,8.1,63,8.6,7.0,7.6,79,94,55,0.84,30390.98
1,2024-09-18,11.8,19.0,6.4,51,10.8,6.4,8.7,83,100,53,1.03,41959.45
1,2024-09-19,13.2,19.5,8.7,51,12.1,8.5,9.9,83,100,50,1.09,41316.32
1,2024-09-20,14.0,19.5,9.5,51,11.7,8.8,10.3,80,98,58,0.92,43123.20
1,2024-09-21,14.4,18.9,10.7,51,12.4,10.0,11.2,82,100,59,0.88,43001.90
1,2024-09-22,13.5,20.1,8.8,3,12.8,8.8,10.4,83,100,58,0.98,39600.00
1,2024-09-23,14.5,21.8,9.6,51,13.0,9.4,11.1,82,100,53,1.20,41478.79
1,2024-09-24,15.3,19.4,12.4,63,13.9,11.0,12.2,83,94,61,0.85,33731.80
1,2024-09-25,14.9,20.5,11.6,55,13.2,9.9,11.6,82,97,51,1.19,38773.39
1,2024-09-26,16.2,20.9,11.1,51,14.3,10.2,12.4,79,94,59,1.01,24646.04
1,2024-09-27,16.9,19.5,15.6,63,16.6,14.3,15.2,90,95,82,0.42,14019.69
1,2024-09-28,12.8,15.1,9.8,63,14.4,8.6,10.6,87,98,74,0.41,0.00
1,2024-09-29,10.9,15.7,6.4,3,8.8,0.8,4.4,67,93,36,1.14,41505.69
1,2024-09-30,8.8,14.2,3.5,3,8.6,1.5,4.5,75,100,61,0.63,38925.36
1,2024-10-01,11.2,17.4,6.2,3,11.9,6.2,8.1,83,100,55,0.89,28279.36
1,2024-10-02,11.8,13.8,10.2,63,11.9,9.1,10.0,89,94,84,0.23,739.53
1,2024-10-03,9.5,11.1,7.3,63,9.0,5.7,8.0,91,97,82,0.20,0.00
1,2024-10-04,8.3,10.1,6.3,63,7.4,4.2,6.1,86,91,78,0.28,0.00
1,2024-10-05,9.2,11.6,6.2,53,8.5,5.8,7.2,87,97,71,0.39,15638.50
1,2024-10-06,10.1,14.6,6.0,51,8.1,5.7,6.8,81,100,58,0.71,37661.40
1,2024-10-07,11.0,19.9,5.2,3,9.9,5.2,7.8,83,100,48,1.21,37025.01
1,2024-10-08,14.7,19.2,11.1,55,13.6,9.2,11.5,82,93,68,0.71,16802.56
1,2024-10-09,15.7,20.1,13.2,61,14.1,10.2,12.4,82,97,53,1.10,34386.88
1,2024-10-10,14.7,18.3,11.0,63,14.4,9.6,11.9,84,94,73,0.56,16825.34
1,2024-10-11,11.6,16.6,7.4,53,9.6,7.0,8.4,82,98,54,0.85,37891.91
1,2024-10-12,9.8,14.9,6.4,51,8.9,5.3,6.8,83,100,59,0.69,34605.93
1,2024-10-13,11.3,18.2,7.2,53,11.7,7.2,9.0,87,100,57,0.90,26033.82
1,2024-10-14,9.8,14.4,6.1,3,10.0,6.1,8.3,91,100,74,0.43,24270.41
1,2024-10-15,11.6,16.5,7.7,3,12.1,7.7,9.5,88,100,69,0.58,27433.00
1,2024-10-16,12.1,13.8,10.8,53,9.4,7.4,8.4,78,91,72,0.43,458.31
1,2024-10-17,10.7,12.2,9.4,53,9.8,8.4,9.1,90,96,81,0.27,1414.00
1,2024-10-18,11.3,13.6,9.9,55,11.1,9.2,10.2,93,98,84,0.25,31.91
1,2024-10-19,11.6,13.6,10.1,51,11.4,9.6,10.4,93,97,85,0.24,3844.02
1,2024-10-20,11.1,14.8,9.1,3,10.5,8.9,9.6,91,100,74,0.43,25885.54
1,2024-10-21,12.2,17.2,7.8,3,12.9,7.8,10.7,91,100,75,0.48,26461.77
1,2024-10-22,13.3,19.7,9.1,3,13.8,9.1,11.2,88,100,66,0.79,30413.64
1,2024-10-23,12.9,17.5,10.4,55,13.1,10.1,11.4,91,100,74,0.53,19799.65
1,2024-10-24,11.8,13.4,10.6,63,11.1,9.4,10.1,90,94,81,0.29,71.40
1,2024-10-25,11.9,16.0,9.9,3,11.1,9.1,9.8,87,99,72,0.50,24346.14
1,2024-10-26,12.2,16.4,9.0,51,12.4,8.9,10.6,90,100,76,0.45,24664.33
1,2024-10-27,13.8,21.4,9.3,3,13.8,8.8,11.1,85,100,58,1.06,34885.19
1,2024-10-28,11.2,15.1,7.6,3,12.1,7.6,9.8,92,100,75,0.43,22730.36
1,2024-10-29,12.2,16.3,8.8,3,11.7,8.8,10.4,90,100,73,0.50,32284.22
1,2024-10-30,11.2,16.5,7.8,3,10.8,7.6,9.0,87,99,65,0.65,34266.23
1,2024-10-31,9.9,14.9,6.6,3,11.3,6.6,8.7,93,100,77,0.39,33423.52
1,2024-11-01,10.7,15.4,7.1,3,10.6,7.1,8.8,89,100,72,0.49,29471.68
1,2024-11-02,9.4,14.5,6.8,3,10.1,6.1,7.7,90,100,70,0.49,28199.69
1,2024-11-03,9.2,10.9,4.3,3,8.1,4.3,6.6,84,100,72,0.36,8927.88
1,2024-11-04,7.8,11.8,4.9,3,6.9,4.9,5.7,88,100,66,0.47,22748.20
1,2024-11-05,5.4,8.9,2.9,3,6.1,1.5,3.9,90,100,78,0.25,24161.65
1,2024-11-06,6.3,10.5,1.9,3,6.2,1.9,4.3,88,100,71,0.35,23134.44
1,2024-11-07,5.1,8.6,2.4,3,5.2,2.1,3.8,92,99,79,0.23,21353.79
1,2024-11-08,4.8,7.9,2.5,3,4.5,2.5,3.6,92,100,79,0.22,20703.64
1,2024-11-09,5.4,8.9,2.8,3,4.8,2.7,3.6,89,99,72,0.32,24733.40
1,2024-11-10,5.0,8.5,2.3,3,4.1,1.8,3.1,88,100,68,0.34,22744.58
1,2024-11-11,2.6,5.8,0.1,3,2.1,0.1,0.9,89,100,73,0.24,20134.58
1,2024-11-12,2.2,5.0,-0.5,3,0.9,-1.8,-0.0,86,97,72,0.25,11552.54
1,2024-11-13,1.5,4.2,-0.4,71,0.0,-1.6,-0.7,86,92,74,0.22,14958.78
1,2024-11-14,1.3,4.3,-1.3,71,-0.8,-2.0,-1.3,83,96,66,0.28,29252.91
1,2024-11-15,0.6,6.3,-1.9,3,0.6,-3.0,-1.9,85,99,56,0.42,31815.49
1,2024-11-16,0.0,5.3,-2.5,3,-0.8,-3.6,-1.9,88,99,65,0.31,28432.03
1,2024-11-17,0.9,7.7,-2.7,3,-1.6,-4.3,-3.0,77,96,48,0.54,30680.46
1,2024-11-18,0.9,7.2,-2.5,3,-0.2,-2.9,-1.7,84,100,52,0.49,23317.71
1,2024-11-19,1.0,5.8,-1.6,3,1.9,-2.6,-0.6,89,97,74,0.24,6214.05
1,2024-11-20,2.4,6.8,-1.6,71,4.2,-4.9,0.1,86,98,56,0.39,4401.44
1,2024-11-21,-0.5,4.2,-4.1,73,-1.5,-8.6,-5.0,75,99,41,0.47,23051.29
1,2024-11-22,-1.2,2.0,-5.2,75,-1.0,-9.7,-4.6,79,97,53,0.31,3600.00
1,2024-11-23,-1.0,5.5,-4.8,3,-3.7,-8.9,-6.2,72,95,36,0.58,30852.76
1,2024-11-24,-0.3,7.7,-3.5,3,-2.7,-6.6,-4.7,75,92,38,0.66,19760.86
1,2024-11-25,1.8,10.1,-2.3,3,3.0,-4.1,-1.6,80,93,49,0.59,29348.25
1,2024-11-26,2.9,8.4,-0.6,3,1.5,-1.8,-0.3,81,93,57,0.47,29264.80
1,2024-11-27,2.8,4.9,1.5,55,3.8,0.2,2.2,95,100,89,0.08,0.00
1,2024-11-28,4.0,8.1,1.4,3,5.3,-2.4,2.8,92,99,76,0.20,11157.17
1,2024-11-29,2.9,7.8,0.1,3,2.2,-2.8,-0.6,79,98,54,0.48,26802.54
1,2024-11-30,1.4,5.3,-1.9,2,0.2,-4.5,-2.2,78,98,60,0.36,29552.98
1,2024-12-01,-0.6,4.4,-2.4,3,-1.8,-3.2,-2.4,88,99,64,0.30,27316.75
1,2024-12-02,0.4,3.8,-2.0,3,0.9,-2.2,-0.5,94,100,81,0.15,14941.78
1,2024-12-03,0.3,2.8,-0.9,51,0.0,-1.6,-0.8,92,99,79,0.16,6877.75
1,2024-12-04,0.8,2.8,0.1,71,2.0,-0.2,0.4,97,99,92,0.06,0.00
1,2024-12-05,-0.1,2.7,-2.4,3,-0.1,-3.3,-1.2,92,100,76,0.18,23238.43
1,2024-12-06,-1.5,3.0,-4.2,73,-2.4,-5.6,-4.1,84,98,56,0.33,17363.52
1,2024-12-07,-0.8,4.6,-4.2,3,-2.0,-5.9,-3.5,83,96,47,0.45,28800.00
1,2024-12-08,0.4,2.5,-0.9,73,-0.5,-2.2,-1.4,88,95,74,0.19,0.00
1,2024-12-09,0.6,3.1,-0.6,71,-0.4,-2.4,-1.4,87,96,70,0.23,14306.14
1,2024-12-10,0.7,3.8,-1.6,3,0.3,-1.9,-0.9,90,100,74,0.21,15615.36
1,2024-12-11,0.4,4.2,-1.8,71,0.6,-1.9,-0.6,94,100,77,0.19,21694.37
1,2024-12-12,1.0,3.5,-1.5,3,0.5,-2.4,-1.0,87,96,69,0.25,23622.19
1,2024-12-13,-1.3,0.8,-2.2,3,-1.5,-3.2,-2.5,92,96,84,0.10,6014.35
1,2024-12-14,-0.2,2.1,-1.6,71,-1.5,-3.0,-2.3,86,93,75,0.17,9637.39
1,2024-12-15,0.6,6.8,-2.2,3,0.0,-4.8,-2.0,84,99,53,0.47,21600.00
1,2024-12-16,1.5,8.1,-1.4,3,-1.5,-4.1,-2.7,76,92,47,0.57,28800.00
1,2024-12-17,1.2,6.8,-1.9,3,1.2,-3.0,-1.1,85,97,64,0.36,21664.29
1,2024-12-18,1.2,6.9,-1.5,3,0.2,-2.6,-1.2,85,95,60,0.40,28800.00
1,2024-12-19,1.5,7.7,-2.8,3,2.0,-3.0,-0.6,87,99,58,0.42,16427.48
1,2024-12-20,2.5,5.2,0.6,73,1.8,-6.4,-2.1,74,97,49,0.45,2752.36
1,2024-12-21,-0.6,3.2,-3.2,3,-2.2,-6.7,-5.0,73,96,52,0.37,28800.00
1,2024-12-22,-0.6,5.1,-4.4,73,-1.4,-6.8,-4.4,77,95,50,0.43,14988.28
1,2024-12-23,0.4,3.2,-1.6,73,-0.9,-8.4,-5.3,67,98,43,0.44,8262.75
1,2024-12-24,2.9,4.9,1.0,3,-5.3,-8.1,-6.7,50,61,42,0.51,22983.83
1,2024-12-25,0.7,5.5,-4.0,3,-3.0,-6.1,-4.6,69,98,50,0.45,28800.00
1,2024-12-26,-1.7,3.0,-4.1,3,-4.6,-9.6,-6.2,74,96,40,0.44,28800.00
1,2024-12-27,-1.8,4.1,-5.3,3,-3.7,-9.4,-6.1,75,94,37,0.52,28800.00
1,2024-12-28,0.1,5.7,-4.0,3,-2.6,-5.3,-3.9,77,96,45,0.50,28800.00
1,2024-12-29,-0.0,5.7,-3.6,3,-1.5,-4.1,-3.0,82,96,53,0.43,28800.00
1,2024-12-30,-0.2,5.6,-4.2,3,-1.5,-4.6,-3.1,82,98,56,0.40,28800.00
1,2024-12-31,-0.9,4.9,-4.5,3,-3.5,-5.8,-4.8,76,96,46,0.47,28800.00
1,2025-01-01,-1.8,5.3,-5.3,2,-4.1,-7.8,-6.1,75,96,38,0.55,29024.70
1,2025-01-02,-0.4,5.2,-4.9,3,0.6,-6.2,-2.7,85,96,67,0.28,2010.94
1,2025-01-03,1.6,5.8,-3.0,51,0.9,-7.3,-2.3,78,100,41,0.51,28231.94
1,2025-01-04,-3.3,1.5,-6.9,3,-3.5,-8.2,-6.0,83,100,50,0.34,25375.27
1,2025-01-05,-1.0,4.2,-6.7,73,-0.4,-7.6,-4.8,76,94,54,0.35,6382.10
1,2025-01-06,3.4,7.9,1.2,51,4.4,-2.6,1.2,86,100,72,0.30,1706.63
1,2025-01-07,3.9,7.2,2.0,61,7.1,1.5,3.3,96,99,90,0.08,3790.25
1,2025-01-08,3.5,7.7,1.0,3,3.8,1.0,1.9,90,100,67,0.35,20555.63
1,2025-01-09,4.0,6.3,2.6,55,5.9,1.2,3.1,94,99,87,0.11,6928.79
1,2025-01-10,0.3,4.0,-6.7,73,3.0,-8.8,-4.5,72,97,43,0.47,26700.07
1,2025-01-11,-3.5,1.5,-6.8,3,-5.2,-10.9,-7.7,76,98,40,0.40,29681.79
1,2025-01-12,-1.5,3.7,-5.2,3,-6.3,-10.7,-8.6,61,83,34,0.52,28800.00
1,2025-01-13,-2.3,2.5,-5.2,2,-6.7,-10.9,-8.5,64,83,45,0.41,30618.97
1,2025-01-14,-3.3,0.9,-5.6,2,-5.7,-9.4,-7.4,75,94,46,0.35,30572.35
1,2025-01-15,-1.2,4.8,-5.4,75,-2.2,-10.9,-6.0,73,92,33,0.56,18000.00
1,2025-01-16,0.3,3.0,-1.3,71,-1.1,-2.9,-2.3,83,92,73,0.20,14359.12
1,2025-01-17,-0.6,2.2,-3.1,3,-1.0,-4.7,-2.3,88,98,67,0.23,24267.54
1,2025-01-18,-0.7,4.0,-3.0,1,-4.2,-6.6,-5.3,73,90,48,0.41,31223.23
1,2025-01-19,-1.4,4.3,-4.7,3,-4.3,-6.4,-5.2,77,95,48,0.43,31309.00
1,2025-01-20,-1.7,3.5,-4.7,3,-2.2,-5.2,-3.9,86,97,63,0.29,25304.59
1,2025-01-21,-0.6,4.7,-3.3,3,-0.9,-3.8,-2.5,88,98,65,0.30,26672.38
1,2025-01-22,0.2,5.4,-3.0,3,0.2,-3.8,-1.9,86,95,65,0.31,23404.54
1,2025-01-23,3.0,8.6,-0.6,53,1.8,-1.4,0.2,83,94,58,0.47,10047.41
1,2025-01-24,2.8,6.3,0.4,53,3.9,0.3,1.9,94,100,82,0.17,11155.05
1,2025-01-25,2.5,8.4,-0.9,3,3.5,-0.9,0.8,89,100,67,0.35,21700.11
1,2025-01-26,4.4,10.1,1.6,51,6.3,1.1,3.0,91,100,78,0.28,10845.29
1,2025-01-27,4.8,10.9,2.0,51,5.1,1.3,3.0,89,97,62,0.50,16232.52
1,2025-01-28,4.7,8.6,0.6,63,8.1,0.6,4.3,97,100,93,0.05,1447.74
1,2025-01-29,3.0,8.0,0.1,75,3.6,-0.2,1.4,90,98,71,0.31,32208.75
1,2025-01-30,2.2,7.8,-1.8,3,1.6,-1.9,-0.2,85,99,64,0.37,32278.64
1,2025-01-31,1.6,8.0,-2.1,51,0.2,-2.8,-1.7,80,99,51,0.53,25251.86
1,2025-02-01,1.3,2.3,0.0,71,1.2,-1.5,0.4,94,100,81,0.13,355.71
1,2025-02-02,1.3,3.4,-0.9,3,1.6,-0.9,0.6,95,100,84,0.12,8536.81
1,2025-02-03,1.6,5.2,-1.7,3,1.0,-2.5,-0.4,87,98,66,0.29,19896.01
1,2025-02-04,0.5,5.6,-2.8,3,-1.1,-3.3,-2.1,84,100,58,0.38,32547.30
1,2025-02-05,0.4,8.1,-4.1,3,-3.3,-6.8,-5.0,71,96,39,0.66,33242.22
1,2025-02-06,-0.2,6.2,-4.7,3,-0.7,-6.5,-4.3,76,91,50,0.46,34300.74
1,2025-02-07,0.1,2.5,-2.7,3,-2.8,-4.6,-3.5,77,87,64,0.26,8265.43
1,2025-02-08,-0.6,5.8,-4.2,3,-2.5,-4.6,-3.8,81,98,51,0.45,33095.20
1,2025-02-09,1.1,6.8,-2.0,3,1.2,-3.5,-1.5,83,97,65,0.35,17622.66
1,2025-02-10,1.7,3.4,0.0,51,1.8,-0.6,0.7,93,97,89,0.08,0.00
1,2025-02-11,2.2,3.8,1.3,3,0.8,-0.4,0.2,86,92,77,0.19,0.00
1,2025-02-12,2.4,4.8,0.5,73,1.6,-0.6,0.4,87,96,75,0.21,283.76
1,2025-02-13,3.9,8.6,0.2,51,3.0,-0.1,1.4,85,98,67,0.37,22624.31
1,2025-02-14,1.1,3.6,-3.8,75,2.6,-6.4,-1.1,86,100,62,0.29,14525.83
1,2025-02-15,-2.3,1.3,-6.0,3,-3.5,-7.7,-5.4,80,97,61,0.27,34920.39
1,2025-02-16,-2.6,0.6,-6.2,3,-4.3,-7.1,-6.1,78,96,60,0.26,10626.26
1,2025-02-17,-2.3,0.2,-3.8,71,-5.6,-7.6,-6.8,71,82,56,0.27,25240.74
1,2025-02-18,-1.9,1.7,-4.4,3,-5.6,-7.8,-6.7,71,86,50,0.35,26468.41
1,2025-02-19,-2.7,0.9,-5.3,3,-5.2,-8.9,-7.3,73,99,50,0.33,35554.10
1,2025-02-20,-1.6,5.4,-6.1,3,-4.0,-8.2,-6.2,73,97,43,0.51,36664.96
1,2025-02-21,0.7,7.7,-3.7,3,-2.7,-5.2,-4.4,72,95,42,0.60,36720.05
1,2025-02-22,1.4,10.7,-3.2,3,-0.6,-5.2,-3.3,74,95,34,0.85,37444.20
1,2025-02-23,2.8,10.2,-2.0,51,2.0,-2.9,-1.0,78,95,48,0.63,28929.93
1,2025-02-24,5.4,12.2,0.2,61,5.2,-0.3,2.5,82,100,61,0.56,31763.36
1,2025-02-25,5.4,13.6,-0.1,51,4.2,-0.3,2.1,82,99,49,0.78,30210.42
1,2025-02-26,5.7,9.0,2.9,61,7.6,2.1,4.6,93,98,76,0.27,1013.40
1,2025-02-27,4.7,8.4,1.1,51,3.6,0.6,2.6,87,97,65,0.39,18082.09
1,2025-02-28,3.8,6.9,1.1,53,2.8,-0.3,1.5,86,99,67,0.33,7150.00
1,2025-03-01,2.7,8.2,-1.4,51,1.2,-1.8,-0.3,83,97,53,0.51,30960.62
1,2025-03-02,2.2,8.9,-1.6,3,0.8,-2.7,-1.4,79,100,47,0.61,35613.95
1,2025-03-03,1.7,10.4,-3.8,3,-0.1,-5.9,-3.5,72,98,35,0.82,38791.44
1,2025-03-04,2.9,11.4,-2.8,3,-0.1,-5.7,-4.0,64,92,30,0.94,38878.34
1,2025-03-05,3.9,13.8,-2.2,2,1.6,-5.2,-3.2,63,88,33,1.06,38964.80
1,2025-03-06,4.6,16.2,-1.3,2,4.7,-3.5,-1.9,67,87,30,1.30,39050.79
1,2025-03-07,4.2,14.8,-1.5,1,-0.3,-4.1,-2.6,65,88,27,1.23,39417.16
1,2025-03-08,4.6,14.3,-1.0,3,3.0,-3.0,-1.7,67,90,32,1.10,39445.09
1,2025-03-09,6.1,16.5,0.0,3,3.2,-2.6,-0.3,67,87,33,1.27,39809.99
1,2025-03-10,5.4,10.0,2.0,55,8.6,0.4,3.7,89,99,79,0.22,7467.05
1,2025-03-11,6.2,13.2,1.1,53,6.6,0.6,3.6,85,97,59,0.62,24004.84
1,2025-03-12,8.0,13.1,4.8,61,6.7,3.5,5.2,83,94,59,0.62,18078.57
1,2025-03-13,7.8,11.9,3.5,63,6.1,2.9,4.3,80,99,56,0.61,33378.06
1,2025-03-14,4.3,6.0,2.2,73,5.3,2.0,3.5,94,100,89,0.09,0.00
